startId,finishId,vkId,vote
-92,-980,7810952,8
-92,-980,8025376,3
-92,-980,9016887,5
-92,-980,18486664,8
-92,-980,34957710,8
-92,-980,56109258,1
-92,-980,75449515,13
-92,-980,98358035,8
-92,-980,164941823,5
-92,-980,229385601,8
-92,-979,2204686,5
-92,-979,5197119,1
-92,-979,7810952,8
-92,-979,8025376,3
-92,-979,9016887,3
-92,-979,34957710,5
-92,-979,56109258,5
-92,-979,75449515,3
-92,-979,164941823,13
-92,-979,229385601,5
-92,-978,2204686,5
-92,-978,5197119,5
-92,-978,7810952,8
-92,-978,8025376,5
-92,-978,9016887,8
-92,-978,18486664,8
-92,-978,34957710,8
-92,-978,56109258,5
-92,-978,75449515,8
-92,-978,98358035,5
-92,-978,164941823,13
-92,-978,229385601,1
-92,-977,2204686,8
-92,-977,5197119,3
-92,-977,7810952,8
-92,-977,8025376,3
-92,-977,9016887,8
-92,-977,34957710,8
-92,-977,56109258,1
-92,-977,75449515,13
-92,-977,164941823,5
-92,-977,229385601,8
-91,-976,2204686,13
-91,-976,9016887,3
-91,-976,9678647,3
-91,-976,64627775,13
-91,-976,105205798,3
-91,-976,229385601,13
-91,-975,2204686,13
-91,-975,9016887,5
-91,-975,9678647,1
-91,-975,64627775,5
-91,-975,105205798,8
-91,-975,229385601,1
-91,-974,2204686,3
-91,-974,9016887,3
-91,-974,9678647,1
-91,-974,34957710,5
-91,-974,64627775,8
-91,-974,105205798,3
-91,-974,164941823,5
-91,-974,229385601,3
-91,-973,2204686,5
-91,-973,9016887,5
-91,-973,9678647,3
-91,-973,64627775,8
-91,-973,105205798,8
-91,-973,164941823,8
-91,-973,229385601,1
-91,-972,2204686,5
-91,-972,9016887,5
-91,-972,9678647,1
-91,-972,18486664,8
-91,-972,34957710,3
-91,-972,64627775,5
-91,-972,105205798,5
-91,-972,229385601,8
-91,-971,2204686,3
-91,-971,5197119,5
-91,-971,9016887,5
-91,-971,9678647,5
-91,-971,64627775,8
-91,-971,105205798,5
-91,-971,164941823,3
-91,-971,229385601,5
-91,-970,2204686,1
-91,-970,9016887,5
-91,-970,9678647,3
-91,-970,18486664,3
-91,-970,64627775,5
-91,-970,105205798,5
-91,-970,164941823,1
-91,-970,229385601,1
-91,-969,2204686,3
-91,-969,9016887,3
-91,-969,9678647,1
-91,-969,64627775,8
-91,-969,105205798,3
-91,-969,229385601,3
-91,-968,2204686,5
-91,-968,9016887,3
-91,-968,9678647,1
-91,-968,18486664,3
-91,-968,64627775,1
-91,-968,105205798,5
-91,-968,164941823,1
-91,-968,229385601,13
-91,-967,2204686,1
-91,-967,9016887,5
-91,-967,9678647,5
-91,-967,34957710,5
-91,-967,64627775,1
-91,-967,105205798,8
-91,-967,164941823,8
-91,-967,229385601,5
-90,-966,2204686,3
-90,-966,9016887,3
-90,-966,18486664,8
-90,-966,56109258,3
-90,-966,64627775,1
-90,-966,75449515,3
-90,-966,131970466,5
-90,-966,199009140,5
-90,-965,2204686,3
-90,-965,9016887,3
-90,-965,18486664,5
-90,-965,56109258,3
-90,-965,64627775,1
-90,-965,75449515,1
-90,-965,131970466,1
-90,-965,199009140,1
-90,-964,2204686,5
-90,-964,9016887,5
-90,-964,18486664,13
-90,-964,56109258,8
-90,-964,64627775,1
-90,-964,75449515,1
-90,-964,131970466,3
-90,-964,199009140,3
-90,-963,2204686,8
-90,-963,9016887,8
-90,-963,18486664,3
-90,-963,56109258,3
-90,-963,64627775,3
-90,-963,75449515,8
-90,-963,131970466,13
-90,-963,199009140,3
-89,-962,2204686,5
-89,-962,5197119,5
-89,-962,7810952,8
-89,-962,9016887,3
-89,-962,9678647,1
-89,-962,18486664,3
-89,-962,66653773,1
-89,-961,2204686,5
-89,-961,5197119,1
-89,-961,7810952,3
-89,-961,9016887,3
-89,-961,9678647,5
-89,-961,18486664,1
-89,-961,34957710,3
-89,-961,56109258,3
-89,-961,66653773,3
-89,-960,2204686,8
-89,-960,5197119,1
-89,-960,7810952,3
-89,-960,9016887,3
-89,-960,9678647,3
-89,-960,66653773,5
-89,-960,229385601,1
-89,-959,2204686,5
-89,-959,5197119,1
-89,-959,7810952,3
-89,-959,9016887,3
-89,-959,9678647,1
-89,-959,18486664,5
-89,-959,30033860,1
-89,-959,34957710,3
-89,-959,66653773,1
-89,-958,2204686,3
-89,-958,5197119,5
-89,-958,7810952,3
-89,-958,9016887,3
-89,-958,9678647,1
-89,-958,34957710,8
-89,-958,66653773,1
-89,-958,229385601,1
-89,-957,2204686,3
-89,-957,5197119,8
-89,-957,7810952,8
-89,-957,9016887,3
-89,-957,9678647,1
-89,-957,30033860,1
-89,-957,34957710,3
-89,-957,66653773,1
-89,-956,2204686,3
-89,-956,5197119,3
-89,-956,7810952,5
-89,-956,9016887,3
-89,-956,9678647,3
-89,-956,18486664,8
-89,-956,66653773,1
-89,-955,2204686,5
-89,-955,5197119,3
-89,-955,7810952,5
-89,-955,9016887,3
-89,-955,9678647,1
-89,-955,30033860,1
-89,-955,56109258,5
-89,-955,66653773,1
-89,-955,229385601,1
-89,-954,2204686,13
-89,-954,5197119,3
-89,-954,7810952,5
-89,-954,9016887,5
-89,-954,18486664,8
-89,-954,30033860,1
-89,-954,56109258,3
-89,-954,66653773,1
-89,-954,229385601,5
-89,-953,2204686,13
-89,-953,5197119,5
-89,-953,7810952,3
-89,-953,9016887,3
-89,-953,18486664,3
-89,-953,56109258,3
-89,-953,66653773,3
-89,-953,229385601,3
-89,-952,2204686,5
-89,-952,5197119,5
-89,-952,7810952,3
-89,-952,9016887,3
-89,-952,9678647,1
-89,-952,18486664,3
-89,-952,66653773,1
-89,-952,229385601,1
-88,-951,2204686,5
-88,-951,5197119,3
-88,-951,18486664,5
-88,-951,229385601,5
-88,-950,2204686,13
-88,-950,5197119,1
-88,-950,18486664,1
-88,-950,229385601,13
-88,-949,2204686,5
-88,-949,5197119,1
-88,-949,9678647,1
-88,-949,18486664,3
-88,-949,229385601,8
-88,-948,2204686,13
-88,-948,5197119,1
-88,-948,18486664,5
-88,-948,229385601,1
-88,-947,2204686,5
-88,-947,5197119,5
-88,-947,18486664,3
-88,-947,229385601,5
-88,-946,2204686,5
-88,-946,5197119,3
-88,-946,18486664,8
-88,-946,56109258,8
-88,-946,229385601,8
-88,-945,2204686,8
-88,-945,5197119,1
-88,-945,18486664,3
-88,-945,56109258,1
-88,-945,229385601,13
-88,-944,2204686,5
-88,-944,5197119,1
-88,-944,18486664,3
-88,-944,229385601,13
-88,-943,2204686,5
-88,-943,5197119,1
-88,-943,18486664,3
-88,-943,56109258,3
-88,-943,229385601,1
-88,-942,2204686,1
-88,-942,5197119,3
-88,-942,18486664,3
-88,-942,56109258,1
-88,-942,229385601,3
-88,-941,2204686,3
-88,-941,5197119,5
-88,-941,18486664,5
-88,-941,56109258,3
-88,-941,229385601,13
-88,-940,2204686,3
-88,-940,5197119,3
-88,-940,18486664,5
-88,-940,56109258,5
-88,-940,229385601,8
-88,-939,2204686,5
-88,-939,5197119,1
-88,-939,18486664,3
-88,-939,56109258,1
-88,-939,229385601,5
-88,-938,2204686,8
-88,-938,5197119,1
-88,-938,18486664,8
-88,-938,229385601,13
-88,-937,2204686,5
-88,-937,5197119,1
-88,-937,18486664,8
-88,-937,56109258,3
-88,-937,229385601,8
-87,-936,2204686,3
-87,-936,5197119,3
-87,-936,9016887,5
-87,-936,56109258,3
-87,-936,229385601,1
-87,-935,2204686,5
-87,-935,5197119,5
-87,-935,9016887,3
-87,-935,56109258,8
-87,-935,229385601,1
-87,-934,2204686,8
-87,-934,5197119,5
-87,-934,9016887,3
-87,-934,56109258,8
-87,-934,229385601,5
-87,-933,2204686,5
-87,-933,5197119,1
-87,-933,9016887,3
-87,-933,56109258,1
-87,-933,229385601,1
-87,-932,2204686,3
-87,-932,5197119,1
-87,-932,9016887,3
-87,-932,56109258,5
-87,-932,229385601,1
-86,-931,2204686,5
-86,-931,5197119,3
-86,-931,7810952,1
-86,-931,9016887,5
-86,-931,18048224,3
-86,-931,18486664,5
-86,-931,56109258,1
-86,-931,229385601,1
-86,-930,2204686,8
-86,-930,5197119,1
-86,-930,6681591,3
-86,-930,9016887,1
-86,-930,18048224,1
-86,-930,18486664,1
-86,-930,56109258,5
-86,-930,229385601,1
-85,-929,2204686,5
-85,-929,5197119,1
-85,-929,6681591,3
-85,-929,11420264,3
-85,-929,18048224,3
-85,-929,56109258,3
-85,-929,161933950,1
-85,-929,229385601,5
-85,-928,2204686,8
-85,-928,5197119,3
-85,-928,6681591,5
-85,-928,11420264,1
-85,-928,18048224,8
-85,-928,56109258,3
-85,-928,161933950,8
-85,-928,229385601,13
-85,-927,2204686,3
-85,-927,5197119,1
-85,-927,6681591,1
-85,-927,11420264,1
-85,-927,18048224,8
-85,-927,56109258,8
-85,-927,161933950,1
-85,-927,229385601,1
-85,-926,2204686,8
-85,-926,5197119,1
-85,-926,6681591,3
-85,-926,11420264,1
-85,-926,18048224,3
-85,-926,56109258,8
-85,-926,229385601,8
-85,-925,2204686,5
-85,-925,5197119,1
-85,-925,6681591,5
-85,-925,11420264,1
-85,-925,18048224,5
-85,-925,56109258,3
-85,-925,229385601,3
-85,-924,2204686,8
-85,-924,5197119,3
-85,-924,6681591,5
-85,-924,11420264,8
-85,-924,18048224,8
-85,-924,56109258,5
-85,-924,229385601,8
-85,-923,2204686,3
-85,-923,5197119,3
-85,-923,6681591,3
-85,-923,11420264,8
-85,-923,18048224,1
-85,-923,56109258,5
-85,-923,161933950,1
-85,-923,229385601,8
-85,-922,2204686,5
-85,-922,5197119,3
-85,-922,6681591,3
-85,-922,11420264,1
-85,-922,18048224,5
-85,-922,56109258,8
-85,-922,161933950,1
-85,-922,229385601,8
-84,-921,2204686,1
-84,-921,5197119,1
-84,-921,6681591,8
-84,-921,9016887,3
-84,-921,11420264,3
-84,-921,18048224,3
-84,-921,56109258,1
-84,-920,2204686,5
-84,-920,5197119,5
-84,-920,6681591,5
-84,-920,9016887,5
-84,-920,11420264,3
-84,-920,18048224,1
-84,-920,56109258,8
-84,-919,2204686,8
-84,-919,5197119,3
-84,-919,6681591,5
-84,-919,9016887,3
-84,-919,11420264,1
-84,-919,18048224,1
-84,-919,56109258,5
-84,-918,2204686,1
-84,-918,5197119,5
-84,-918,6681591,3
-84,-918,9016887,3
-84,-918,11420264,13
-84,-918,18048224,5
-84,-918,34957710,5
-84,-918,56109258,8
-84,-917,2204686,13
-84,-917,5197119,1
-84,-917,6681591,3
-84,-917,9016887,3
-84,-917,11420264,13
-84,-917,18048224,1
-84,-917,56109258,8
-84,-916,2204686,5
-84,-916,5197119,1
-84,-916,6681591,8
-84,-916,9016887,3
-84,-916,11420264,1
-84,-916,18048224,1
-84,-916,56109258,8
-84,-915,2204686,3
-84,-915,5197119,3
-84,-915,6681591,8
-84,-915,9016887,3
-84,-915,11420264,5
-84,-915,18048224,3
-84,-915,56109258,13
-84,-914,2204686,13
-84,-914,5197119,3
-84,-914,6681591,5
-84,-914,9016887,3
-84,-914,11420264,13
-84,-914,18048224,1
-84,-914,56109258,8
-84,-913,2204686,5
-84,-913,5197119,1
-84,-913,6681591,5
-84,-913,9016887,3
-84,-913,11420264,8
-84,-913,18048224,1
-84,-913,34957710,3
-84,-913,56109258,5
-84,-912,2204686,5
-84,-912,5197119,3
-84,-912,6681591,3
-84,-912,9016887,3
-84,-912,11420264,1
-84,-912,18048224,3
-84,-912,56109258,8
-84,-911,2204686,3
-84,-911,5197119,3
-84,-911,6681591,3
-84,-911,9016887,3
-84,-911,11420264,1
-84,-911,18048224,1
-84,-911,56109258,8
-84,-910,2204686,5
-84,-910,5197119,1
-84,-910,6681591,3
-84,-910,9016887,3
-84,-910,11420264,13
-84,-910,18048224,1
-84,-910,56109258,3
-84,-909,2204686,1
-84,-909,5197119,3
-84,-909,6681591,8
-84,-909,9016887,3
-84,-909,11420264,1
-84,-909,18048224,1
-84,-909,56109258,8
-84,-908,2204686,5
-84,-908,5197119,3
-84,-908,6681591,5
-84,-908,9016887,3
-84,-908,11420264,5
-84,-908,18048224,1
-84,-908,56109258,5
-84,-907,2204686,8
-84,-907,5197119,5
-84,-907,6681591,8
-84,-907,9016887,5
-84,-907,11420264,5
-84,-907,18048224,1
-84,-907,56109258,5
-84,-906,2204686,8
-84,-906,5197119,1
-84,-906,6681591,3
-84,-906,9016887,3
-84,-906,11420264,3
-84,-906,18048224,1
-84,-906,34957710,3
-84,-906,56109258,3
-83,-894,2204686,5
-83,-894,5197119,5
-83,-894,8025376,1
-83,-894,18048224,5
-83,-894,19221305,1
-83,-894,105205798,1
-83,-894,229385601,3
-83,-893,2204686,5
-83,-893,5197119,1
-83,-893,8025376,5
-83,-893,18048224,1
-83,-893,19221305,5
-83,-893,105205798,1
-83,-893,229385601,1
-82,-899,2204686,3
-82,-899,5197119,1
-82,-899,9016887,8
-82,-899,18048224,1
-82,-899,65128054,8
-82,-899,98358035,8
-82,-899,164941823,1
-82,-899,229385601,5
-82,-898,2204686,3
-82,-898,5197119,5
-82,-898,9016887,5
-82,-898,18048224,5
-82,-898,98358035,13
-82,-898,229385601,8
-82,-897,2204686,8
-82,-897,5197119,1
-82,-897,9016887,3
-82,-897,18048224,1
-82,-897,65128054,3
-82,-897,98358035,1
-82,-897,229385601,3
-82,-896,2204686,13
-82,-896,5197119,1
-82,-896,9016887,5
-82,-896,18048224,3
-82,-896,65128054,13
-82,-896,98358035,8
-82,-896,229385601,1
-82,-895,2204686,8
-82,-895,5197119,1
-82,-895,9016887,8
-82,-895,18048224,5
-82,-895,65128054,5
-82,-895,98358035,8
-82,-895,229385601,13
-81,-904,2204686,5
-81,-904,5197119,1
-81,-904,6681591,3
-81,-904,8025376,3
-81,-904,9016887,3
-81,-904,18048224,1
-81,-904,161933950,1
-81,-904,229385601,1
-81,-903,2204686,3
-81,-903,5197119,5
-81,-903,6681591,3
-81,-903,8025376,1
-81,-903,9016887,5
-81,-903,18048224,1
-81,-903,161933950,1
-81,-903,229385601,5
-81,-902,2204686,8
-81,-902,5197119,5
-81,-902,6681591,3
-81,-902,8025376,3
-81,-902,9016887,3
-81,-902,18048224,3
-81,-902,161933950,1
-81,-902,229385601,13
-81,-901,2204686,1
-81,-901,5197119,1
-81,-901,6681591,1
-81,-901,8025376,1
-81,-901,9016887,1
-81,-901,18048224,1
-81,-901,161933950,1
-81,-901,229385601,1
-81,-900,2204686,3
-81,-900,5197119,1
-81,-900,6681591,3
-81,-900,8025376,5
-81,-900,9016887,3
-81,-900,18048224,1
-81,-900,161933950,1
-81,-900,229385601,8
-80,-892,2204686,5
-80,-892,5197119,1
-80,-892,8025376,1
-80,-892,9678647,1
-80,-892,66653773,1
-80,-892,164941823,13
-80,-891,2204686,8
-80,-891,5197119,5
-80,-891,8025376,8
-80,-891,9678647,5
-80,-891,66653773,1
-80,-891,164941823,8
-80,-890,2204686,5
-80,-890,5197119,1
-80,-890,8025376,3
-80,-890,9678647,1
-80,-890,65128054,13
-80,-890,66653773,1
-80,-890,164941823,1
-80,-889,2204686,5
-80,-889,5197119,3
-80,-889,8025376,3
-80,-889,9678647,1
-80,-889,65128054,1
-80,-888,2204686,5
-80,-888,5197119,3
-80,-888,8025376,3
-80,-888,9678647,1
-80,-888,65128054,5
-80,-888,164941823,1
-80,-887,2204686,8
-80,-887,5197119,3
-80,-887,8025376,1
-80,-887,9678647,1
-80,-887,65128054,8
-80,-887,66653773,1
-80,-887,164941823,1
-80,-886,2204686,8
-80,-886,5197119,3
-80,-886,8025376,1
-80,-886,9678647,1
-80,-886,65128054,13
-80,-886,66653773,1
-80,-886,164941823,1
-80,-885,2204686,8
-80,-885,5197119,1
-80,-885,8025376,3
-80,-885,9678647,1
-80,-885,164941823,1
-80,-884,2204686,13
-80,-884,5197119,1
-80,-884,8025376,5
-80,-884,9678647,1
-80,-884,65128054,5
-80,-884,164941823,1
-80,-883,2204686,5
-80,-883,5197119,1
-80,-883,8025376,3
-80,-883,9678647,1
-80,-883,65128054,3
-80,-883,164941823,1
-80,-882,2204686,5
-80,-882,5197119,1
-80,-882,8025376,1
-80,-882,9678647,5
-80,-882,66653773,1
-80,-882,164941823,3
-80,-881,2204686,13
-80,-881,5197119,8
-80,-881,8025376,3
-80,-881,9678647,8
-80,-881,65128054,3
-80,-881,164941823,8
-80,-880,2204686,5
-80,-880,5197119,1
-80,-880,8025376,3
-80,-880,9678647,5
-80,-880,65128054,1
-80,-880,164941823,1
-79,-879,54396,1
-79,-879,2204686,5
-79,-879,5197119,3
-79,-879,7810952,13
-79,-879,8025376,3
-79,-879,9016887,8
-79,-879,11420264,13
-79,-879,18048224,5
-79,-879,38417561,5
-79,-879,80869211,3
-79,-878,54396,3
-79,-878,2204686,3
-79,-878,6681591,5
-79,-878,7810952,3
-79,-878,8025376,13
-79,-878,9016887,5
-79,-878,11420264,13
-79,-878,18048224,5
-79,-878,38417561,1
-79,-878,80869211,1
-79,-878,105205798,5
-79,-877,54396,3
-79,-877,2204686,13
-79,-877,8025376,8
-79,-877,9016887,3
-79,-877,11420264,13
-79,-877,18048224,8
-79,-877,38417561,1
-79,-877,80869211,1
-79,-877,105205798,5
-79,-877,157041502,3
-79,-876,54396,1
